id,producent_id,druh_odpadu_id,uroven_dokazu,poznamka
1045,214,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1046,214,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1047,214,82,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1048,214,70,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1049,215,77,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1050,215,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1051,215,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1052,215,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1053,216,79,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1054,216,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1055,216,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1056,217,74,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1057,217,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1058,217,73,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1059,217,60,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1060,218,77,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1061,218,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1062,218,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1063,219,77,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1064,219,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1065,219,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1066,220,77,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1067,220,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1068,220,82,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1069,220,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1070,221,77,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1071,221,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1072,221,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1073,221,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1074,222,47,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1075,222,48,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1076,222,49,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1077,222,53,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1078,222,51,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1079,223,47,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1080,223,48,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1081,223,49,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1082,223,51,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1083,223,54,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1084,223,55,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1085,223,53,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1086,223,50,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1087,224,79,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1088,224,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1089,224,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1090,225,72,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1091,225,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1092,225,73,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1093,226,79,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1094,226,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1095,226,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1096,227,47,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1097,227,48,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1098,227,49,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1099,227,51,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1100,227,54,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1101,227,55,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1102,227,53,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1103,227,50,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1104,228,79,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1105,228,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1106,228,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1107,229,79,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1108,229,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1109,229,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1110,230,77,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1111,230,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1112,230,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1113,230,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1114,231,83,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1115,231,84,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1116,231,85,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1117,231,86,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1118,231,87,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1119,231,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1120,232,83,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1121,232,84,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1122,232,85,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1123,232,86,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1124,232,87,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1125,232,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1126,233,79,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1127,233,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1128,233,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1129,234,38,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1130,234,39,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1131,235,75,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1132,235,76,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1133,235,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1134,236,14,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1135,236,15,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1136,236,16,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1137,236,17,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1138,236,18,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1139,237,38,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1140,237,39,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1141,238,36,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1142,238,37,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1143,238,53,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1144,239,80,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1145,239,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1146,239,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1147,239,82,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1148,239,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1149,240,47,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1150,240,48,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1151,240,49,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1152,240,53,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1153,240,51,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1154,241,36,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1155,241,37,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1156,241,53,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1157,242,72,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1158,242,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1159,242,73,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1160,243,40,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1161,243,42,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1162,244,47,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1163,244,48,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1164,244,49,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1165,244,51,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1166,244,54,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1167,244,55,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1168,244,53,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1169,244,50,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1170,245,21,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1171,245,56,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1172,245,20,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1173,245,58,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1174,245,88,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1175,245,89,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1176,246,38,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1177,246,39,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1178,247,47,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1179,247,48,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1180,247,49,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1181,247,51,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1182,247,54,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1183,247,55,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1184,247,53,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1185,247,50,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1186,248,21,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1187,248,56,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1188,248,20,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1189,248,58,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1190,248,88,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1191,248,89,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1192,249,1,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1193,249,2,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1194,249,3,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1195,249,4,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1196,250,38,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1197,250,39,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1198,251,38,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1199,251,39,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1200,252,75,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1201,252,76,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1202,252,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1203,253,25,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1204,253,26,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1205,254,27,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1206,254,28,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1207,254,29,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1208,254,30,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1209,255,54,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1210,255,55,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1211,255,57,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1212,255,51,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1213,255,58,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1214,256,25,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1215,256,26,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1216,257,59,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1217,257,60,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1218,257,61,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1219,257,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1220,257,65,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1221,258,74,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1222,258,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1223,258,73,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1224,258,60,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1225,259,80,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1226,259,78,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1227,259,81,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1228,259,82,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1229,259,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1230,260,47,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1231,260,48,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1232,260,49,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1233,260,53,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1234,260,51,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1235,261,22,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1236,261,23,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1237,261,24,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1238,261,88,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1239,261,91,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1240,261,92,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1241,262,72,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1242,262,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1243,262,73,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1244,263,74,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1245,263,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1246,263,73,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1247,263,60,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1248,264,74,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1249,264,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1250,264,73,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1251,264,60,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1252,265,72,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1253,265,71,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1254,265,73,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1255,266,59,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1256,266,60,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1257,266,61,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
1258,266,62,D,"Odvodené z typu prevádzky, nie z ohlásenia o vzniku odpadu. Overiť podľa evidencie prevádzkovateľa."
