id,druh_odpadu_id,draha_id,pripustnost,regulacna_trieda,poznamka,uroven_dokazu
195,58,1,zakazane,zvp_kat1,Kategória 1 - povinné spálenie alebo spoluspálenie. Zo všetkých dráh vylúčené.,D
196,58,3,zakazane,zvp_kat1,Kategória 1 - povinné spálenie alebo spoluspálenie. Zo všetkých dráh vylúčené.,D
197,58,4,zakazane,zvp_kat1,Kategória 1 - povinné spálenie alebo spoluspálenie. Zo všetkých dráh vylúčené.,D
198,58,5,zakazane,zvp_kat1,Kategória 1 - povinné spálenie alebo spoluspálenie. Zo všetkých dráh vylúčené.,D
199,26,9,povolene,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
200,26,6,podmienene,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
201,26,8,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
202,26,7,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
203,26,2,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
204,26,1,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
205,26,3,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
206,26,4,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
207,26,5,podmienene,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
208,44,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
209,44,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
210,44,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
211,44,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
212,44,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
213,44,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
214,44,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
215,44,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
216,44,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
217,41,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
218,41,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
219,41,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
220,41,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
221,41,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
222,41,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
223,41,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
224,41,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
225,41,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
226,42,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
227,42,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
228,42,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
229,42,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
230,42,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
231,42,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
232,42,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
233,42,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
234,42,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
235,68,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
236,68,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
237,68,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
238,68,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
239,68,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
240,68,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
241,68,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
242,68,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
243,68,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
244,60,9,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
245,60,6,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
246,60,8,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
247,60,7,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
248,60,2,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
249,60,1,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
250,60,3,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
251,60,4,podmienene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
252,60,5,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
253,71,9,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
254,71,6,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
255,71,8,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
256,71,7,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
257,71,2,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
258,71,1,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
259,71,3,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
260,71,4,podmienene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
261,71,5,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
262,22,9,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
263,22,6,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
264,22,8,podmienene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
265,22,7,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
266,22,2,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
267,22,1,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
268,22,3,podmienene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
269,22,4,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
270,22,5,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
271,23,9,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
272,23,6,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
273,23,8,podmienene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
274,23,7,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
275,23,2,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
276,23,1,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
277,23,3,podmienene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
278,23,4,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
279,23,5,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
280,4,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
281,4,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
282,4,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
283,4,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
284,4,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
285,4,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
286,4,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
287,4,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
288,4,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
289,20,9,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
290,20,6,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
291,20,8,podmienene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
292,20,7,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
293,20,2,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
294,20,1,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
295,20,3,podmienene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
296,20,4,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
297,20,5,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
298,63,9,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
299,63,6,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
300,63,8,podmienene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
301,63,7,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
302,63,2,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
303,63,1,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
304,63,3,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
305,63,4,zakazane,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
306,63,5,povolene,kuchynsky_odpad,Kuchynský a reštauračný odpad je zakázaným kŕmnym materiálom (nar. (ES) 1069/2009 čl. 11). Technické dráhy tým dotknuté nie sú - toto je najväčší nevyužitý tok v SR.,D
307,48,9,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
308,48,6,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
309,48,8,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
310,48,7,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
311,48,2,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
312,48,1,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
313,48,3,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
314,48,4,podmienene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
315,48,5,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
316,74,9,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
317,74,6,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
318,74,8,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
319,74,7,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
320,74,2,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
321,74,1,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
322,74,3,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
323,74,4,podmienene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
324,74,5,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
325,61,9,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
326,61,6,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
327,61,8,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
328,61,7,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
329,61,2,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
330,61,1,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
331,61,3,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
332,61,4,podmienene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
333,61,5,povolene,lignocelulozny,"Rastlinný lignocelulózny materiál - nízka stráviteľnosť, nutná predúprava alebo hubová fermentácia.",D
334,92,9,povolene,zvp_kat2,Tlaková sterilizácia 133 °C/20 min/3 bar povinná. Len technické produkty mimo reťazca.,D
335,92,6,podmienene,zvp_kat2,Tlaková sterilizácia 133 °C/20 min/3 bar povinná. Len technické produkty mimo reťazca.,D
336,92,8,zakazane,zvp_kat2,Tlaková sterilizácia 133 °C/20 min/3 bar povinná. Len technické produkty mimo reťazca.,D
337,92,7,podmienene,zvp_kat2,Tlaková sterilizácia 133 °C/20 min/3 bar povinná. Len technické produkty mimo reťazca.,D
338,92,2,zakazane,zvp_kat2,Tlaková sterilizácia 133 °C/20 min/3 bar povinná. Len technické produkty mimo reťazca.,D
339,92,1,zakazane,zvp_kat2,Tlaková sterilizácia 133 °C/20 min/3 bar povinná. Len technické produkty mimo reťazca.,D
340,92,3,zakazane,zvp_kat2,Tlaková sterilizácia 133 °C/20 min/3 bar povinná. Len technické produkty mimo reťazca.,D
341,92,4,zakazane,zvp_kat2,Tlaková sterilizácia 133 °C/20 min/3 bar povinná. Len technické produkty mimo reťazca.,D
342,92,5,podmienene,zvp_kat2,Tlaková sterilizácia 133 °C/20 min/3 bar povinná. Len technické produkty mimo reťazca.,D
343,24,9,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
344,24,6,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
345,24,8,podmienene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
346,24,7,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
347,24,2,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
348,24,1,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
349,24,3,podmienene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
350,24,4,zakazane,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
351,24,5,povolene,zvp_kat3,"ŽVP kat. 3 živočíšneho pôvodu: hmyz kŕmený týmto materiálom nesmie do krmív pre hospodárske zvieratá, technický tuk, chitín a hydrolyzát sú prípustné.",D
352,28,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
353,28,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
354,28,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
355,28,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
356,28,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
357,28,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
358,28,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
359,28,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
360,28,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
361,18,9,povolene,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
362,18,6,podmienene,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
363,18,8,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
364,18,7,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
365,18,2,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
366,18,1,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
367,18,3,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
368,18,4,zakazane,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
369,18,5,podmienene,kal_cov,Čistiarenský kal - riziko ťažkých kovov a liečiv. Mimo potravinového aj krmivového reťazca.,D
370,37,9,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
371,37,6,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
372,37,8,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
373,37,7,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
374,37,2,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
375,37,1,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
376,37,3,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
377,37,4,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
378,37,5,povolene,rastlinny,Materiál rastlinného pôvodu - prípustný substrát pre chov hmyzu vo všetkých dráhach.,D
